"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"175","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/ResponderController.java","3","3","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"176","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/ResponderController.java","3","3","headerCommentRequirement Required","Comments","CommentRequired"
"177","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","23","headerCommentRequirement Required","Comments","CommentRequired"
"178","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","25","Avoid using implementation types like 'ArrayList'; use the interface instead","Coupling","LooseCoupling"
"179","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"180","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","25","fieldCommentRequirement Required","Comments","CommentRequired"
"181","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","26","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"182","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","26","Perhaps 'question' could be replaced by a local variable.","Design","SingularField"
"183","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","26","fieldCommentRequirement Required","Comments","CommentRequired"
"184","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","27","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"185","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","27","fieldCommentRequirement Required","Comments","CommentRequired"
"186","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","28","Avoid unused private fields such as 'option'.","Unused Code","UnusedPrivateField"
"187","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","28","fieldCommentRequirement Required","Comments","CommentRequired"
"188","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","29","Avoid unused private fields such as 'optiondesc'.","Unused Code","UnusedPrivateField"
"189","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","29","Avoid using implementation types like 'ArrayList'; use the interface instead","Coupling","LooseCoupling"
"190","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","29","fieldCommentRequirement Required","Comments","CommentRequired"
"191","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","30","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"192","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","30","Perhaps 'questionTyp' could be replaced by a local variable.","Design","SingularField"
"193","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","30","fieldCommentRequirement Required","Comments","CommentRequired"
"194","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","31","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"195","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","31","fieldCommentRequirement Required","Comments","CommentRequired"
"196","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","32","Avoid using implementation types like 'ArrayList'; use the interface instead","Coupling","LooseCoupling"
"197","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","32","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"198","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","32","Private field 'displayQuestion' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"199","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","32","fieldCommentRequirement Required","Comments","CommentRequired"
"200","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","34","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"201","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","34","Private field 'reviewHome' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"202","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","34","fieldCommentRequirement Required","Comments","CommentRequired"
"203","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","35","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"204","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","35","Private field 'reviewSurvey' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"205","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","35","fieldCommentRequirement Required","Comments","CommentRequired"
"206","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","36","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"207","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","36","Private field 'surveyEdit' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"208","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","36","fieldCommentRequirement Required","Comments","CommentRequired"
"209","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","39","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"210","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","39","fieldCommentRequirement Required","Comments","CommentRequired"
"211","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","41","Comment is too large: Too many lines","Comments","CommentSize"
"212","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","49","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"213","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","57","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"214","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","57","publicMethodCommentRequirement Required","Comments","CommentRequired"
"215","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","59","Local variable 'surveyList' could be declared final","Optimization","LocalVariableCouldBeFinal"
"216","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","61","The String literal 'user' appears 9 times in this file; the first occurrence is on line 61","String and StringBuffer","AvoidDuplicateLiterals"
"217","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","67","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"218","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","67","publicMethodCommentRequirement Required","Comments","CommentRequired"
"219","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","69","Avoid declaring a variable if it is unreferenced before a possible exit point.","Optimization","PrematureDeclaration"
"220","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","69","Avoid unused local variables such as 'surveyList'.","Unused Code","UnusedLocalVariable"
"221","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","5","69","Found 'DU'-anomaly for variable 'surveyList' (lines '69'-'75').","Controversial","DataflowAnomalyAnalysis"
"222","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","69","Local variable 'surveyList' could be declared final","Optimization","LocalVariableCouldBeFinal"
"223","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","78","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"224","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","78","Parameter 'surveyId' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"225","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","78","publicMethodCommentRequirement Required","Comments","CommentRequired"
"226","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","80","Local variable 'quesList' could be declared final","Optimization","LocalVariableCouldBeFinal"
"227","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","88","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"228","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","88","Parameter 'userObj' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"229","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","88","publicMethodCommentRequirement Required","Comments","CommentRequired"
"230","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","91","Local variable 'userList' could be declared final","Optimization","LocalVariableCouldBeFinal"
"231","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","96","The String literal 'create' appears 4 times in this file; the first occurrence is on line 96","String and StringBuffer","AvoidDuplicateLiterals"
"232","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","102","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"233","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","102","publicMethodCommentRequirement Required","Comments","CommentRequired"
"234","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","114","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"235","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","114","Parameter 'result' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"236","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","114","Parameter 'survey' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"237","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","114","publicMethodCommentRequirement Required","Comments","CommentRequired"
"238","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","119","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"239","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","123","The String literal 'question' appears 5 times in this file; the first occurrence is on line 123","String and StringBuffer","AvoidDuplicateLiterals"
"240","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","128","The String literal 'questionType' appears 5 times in this file; the first occurrence is on line 128","String and StringBuffer","AvoidDuplicateLiterals"
"241","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","133","Avoid variables with short names like rs","Naming","ShortVariable"
"242","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","133","Local variable 'rs' could be declared final","Optimization","LocalVariableCouldBeFinal"
"243","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","136","Avoid unnecessary comparisons in boolean expressions","Design","SimplifyBooleanExpressions"
"244","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","136","Avoid using Literals in Conditional Statements","Controversial","AvoidLiteralsInIfCondition"
"245","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","137","The String literal 'survey' appears 4 times in this file; the first occurrence is on line 137","String and StringBuffer","AvoidDuplicateLiterals"
"246","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","139","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"247","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","147","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"248","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","147","Parameter 'result' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"249","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","147","Parameter 'survey' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"250","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","147","Parameter 'type' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"251","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","147","publicMethodCommentRequirement Required","Comments","CommentRequired"
"252","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","160","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"253","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","4","161","Useless parentheses.","Unnecessary","UselessParentheses"
"254","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","4","161","Useless parentheses.","Unnecessary","UselessParentheses"
"255","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","4","161","Useless parentheses.","Unnecessary","UselessParentheses"
"256","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","4","161","Useless parentheses.","Unnecessary","UselessParentheses"
"257","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","4","161","Useless parentheses.","Unnecessary","UselessParentheses"
"258","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","4","161","Useless parentheses.","Unnecessary","UselessParentheses"
"259","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","164","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"260","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","5","178","Found 'UR'-anomaly for variable 'i' (lines '178'-'193').","Controversial","DataflowAnomalyAnalysis"
"261","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","178","Parameter 'model' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"262","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","178","Parameter 'options' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"263","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","178","Parameter 'ques' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"264","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","178","Parameter 'result' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"265","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","178","publicMethodCommentRequirement Required","Comments","CommentRequired"
"266","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","180","Potential violation of Law of Demeter (method chain calls)","Coupling","LawOfDemeter"
"267","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","4","180","Useless parentheses.","Unnecessary","UselessParentheses"
"268","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","4","180","Useless parentheses.","Unnecessary","UselessParentheses"
"269","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","185","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"270","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","188","Local variable 'list' could be declared final","Optimization","LocalVariableCouldBeFinal"
"271","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","192","Local variable 'i' could be declared final","Optimization","LocalVariableCouldBeFinal"
"272","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","193","Position literals first in String comparisons","Design","PositionLiteralsFirstInComparisons"
"273","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","193","Potential violation of Law of Demeter (object not created locally)","Coupling","LawOfDemeter"
"274","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","194","Avoid instantiating new objects inside loops","Optimization","AvoidInstantiatingObjectsInLoops"
"275","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","194","Avoid variables with short names like op","Naming","ShortVariable"
"276","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","194","Local variable 'op' could be declared final","Optimization","LocalVariableCouldBeFinal"
"277","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","203","Avoid variables with short names like i","Naming","ShortVariable"
"278","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","203","Local variable 'i' could be declared final","Optimization","LocalVariableCouldBeFinal"
"279","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","205","Avoid unnecessary comparisons in boolean expressions","Design","SimplifyBooleanExpressions"
"280","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","205","Avoid using Literals in Conditional Statements","Controversial","AvoidLiteralsInIfCondition"
"281","com.igate.surveymanagement.controller","src/com/igate/surveymanagement/controller/SurveyorController.java","3","210","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"282","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/AdminDAOImpl.java","3","3","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"283","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/AdminDAOImpl.java","3","3","headerCommentRequirement Required","Comments","CommentRequired"
"284","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/AnswerRowMapper.java","4","10","Avoid unused imports such as 'com.igate.surveymanagement.bean.QuestionBean'","Import Statements","UnusedImports"
"285","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/AnswerRowMapper.java","3","14","headerCommentRequirement Required","Comments","CommentRequired"
"286","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/AnswerRowMapper.java","3","17","Avoid variables with short names like rs","Naming","ShortVariable"
"287","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/AnswerRowMapper.java","3","17","Parameter 'index' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"288","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/AnswerRowMapper.java","3","17","Parameter 'rs' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"289","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/AnswerRowMapper.java","3","17","publicMethodCommentRequirement Required","Comments","CommentRequired"
"290","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/AnswerRowMapper.java","3","19","Local variable 'answer' could be declared final","Optimization","LocalVariableCouldBeFinal"
"291","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/AnswerRowMapper.java","2","21","Avoid instantiating Integer objects. Call Integer.valueOf() instead.","Migration","IntegerInstantiation"
"292","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/AnswerRowMapper.java","4","21","This statement may have some unnecessary parentheses","Unnecessary","UnnecessaryParentheses"
"293","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/AnswerRowMapper.java","4","21","Useless parentheses.","Unnecessary","UselessParentheses"
"294","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/AnswerRowMapper.java","4","21","Useless parentheses.","Unnecessary","UselessParentheses"
"295","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","13","headerCommentRequirement Required","Comments","CommentRequired"
"296","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","15","Use explicit scoping instead of the default package private level","Controversial","DefaultPackage"
"297","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","16","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"298","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","16","fieldCommentRequirement Required","Comments","CommentRequired"
"299","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","18","Use explicit scoping instead of the default package private level","Controversial","DefaultPackage"
"300","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","19","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"301","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","19","fieldCommentRequirement Required","Comments","CommentRequired"
"302","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","22","Parameter 'user' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"303","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","22","publicMethodCommentRequirement Required","Comments","CommentRequired"
"304","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","5","26","Found 'DD'-anomaly for variable 'user1' (lines '26'-'33').","Controversial","DataflowAnomalyAnalysis"
"305","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","28","Avoid declaring a variable if it is unreferenced before a possible exit point.","Optimization","PrematureDeclaration"
"306","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","28","Avoid unused local variables such as 'status'.","Unused Code","UnusedLocalVariable"
"307","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","5","28","Found 'DU'-anomaly for variable 'status' (lines '28'-'36').","Controversial","DataflowAnomalyAnalysis"
"308","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","28","Local variable 'status' could be declared final","Optimization","LocalVariableCouldBeFinal"
"309","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","29","Local variable 'query' could be declared final","Optimization","LocalVariableCouldBeFinal"
"310","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","30","Local variable 'params' could be declared final","Optimization","LocalVariableCouldBeFinal"
"311","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","43","Parameter 'newuser' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"312","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","43","publicMethodCommentRequirement Required","Comments","CommentRequired"
"313","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","49","Local variable 'idQuery' could be declared final","Optimization","LocalVariableCouldBeFinal"
"314","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","5","51","Found 'DU'-anomaly for variable 'addUserQuery' (lines '51'-'74').","Controversial","DataflowAnomalyAnalysis"
"315","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","51","Local variable 'addUserQuery' could be declared final","Optimization","LocalVariableCouldBeFinal"
"316","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","5","53","Found 'DU'-anomaly for variable 'userStatus' (lines '53'-'74').","Controversial","DataflowAnomalyAnalysis"
"317","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","53","Local variable 'userStatus' could be declared final","Optimization","LocalVariableCouldBeFinal"
"318","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","54","Local variable 'userId' could be declared final","Optimization","LocalVariableCouldBeFinal"
"319","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","56","Local variable 'checkUserQuery' could be declared final","Optimization","LocalVariableCouldBeFinal"
"320","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","57","Local variable 'param1' could be declared final","Optimization","LocalVariableCouldBeFinal"
"321","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","58","Local variable 'userCount' could be declared final","Optimization","LocalVariableCouldBeFinal"
"322","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","60","Avoid using Literals in Conditional Statements","Controversial","AvoidLiteralsInIfCondition"
"323","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","62","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"324","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","67","Local variable 'params' could be declared final","Optimization","LocalVariableCouldBeFinal"
"325","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","68","Avoid declaring a variable if it is unreferenced before a possible exit point.","Optimization","PrematureDeclaration"
"326","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","68","Avoid unused local variables such as 'newUserCount'.","Unused Code","UnusedLocalVariable"
"327","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","5","68","Found 'DU'-anomaly for variable 'newUserCount' (lines '68'-'74').","Controversial","DataflowAnomalyAnalysis"
"328","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","68","Local variable 'newUserCount' could be declared final","Optimization","LocalVariableCouldBeFinal"
"329","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","81","publicMethodCommentRequirement Required","Comments","CommentRequired"
"330","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","83","Local variable 'sql' could be declared final","Optimization","LocalVariableCouldBeFinal"
"331","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","84","Local variable 'userList' could be declared final","Optimization","LocalVariableCouldBeFinal"
"332","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","85","Consider simply returning the value vs storing it in local variable 'userList'","Design","UnnecessaryLocalBeforeReturn"
"333","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","94","Parameter 'status' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"334","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","3","94","publicMethodCommentRequirement Required","Comments","CommentRequired"
"335","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","5","95","Found 'DD'-anomaly for variable 'setStatus' (lines '95'-'96').","Controversial","DataflowAnomalyAnalysis"
"336","com.igate.surveymanagement.dao","src/com/igate/surveymanagement/dao/CommonDAOImpl.java","5","95","Found 'DD'-anomaly for variable 'setStatus' (lines '95'-'97').","Controversial","DataflowAnomalyAnalysis"
